,Unnamed: 0,index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover,date,day,month,year,hour
67556,24372009,24372009,2020-12-17 10:14:01.070,-4324475583306591935,,170.39.78.165,US,-,-,393398,"Mozilla/5.0  (Mobile; LYF/F220B/LYF-F220B-003-01-45-051119;Android; https://github.com/das-group/rba-dataset) forge AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1930,KaiOS 2.5,mobile,False,False,False,2020-12-17,17,12,2020,10
58164,16307723,16307723,2020-09-17 07:03:42.502,7889228994082316074,,79.161.107.136,NO,Vestfold og Telemark,Gransherad,29695,"Mozilla/5.0  (Linux; U; Android 5.4.3; en-us; GT-I9060 Build/JDQ39) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69385",Android 2.3.3.2660,Android 5.4.3,mobile,True,False,False,2020-09-17,17,9,2020,7
39899,30676082,30676082,2021-02-21 15:28:24.760,-8580315332648213116,,23.137.224.231,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1933.111 Mobile Safari/537.36 PHX/5.6 variation/172234",Chrome Mobile 81.0.4044.1933,iOS 11.2.6,mobile,False,False,False,2021-02-21,21,2,2021,15
72277,3227409,3227409,2020-03-18 11:30:12.245,-4324475583306591935,,10.0.75.217,NO,Oslo County,Oslo,29695,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/958",Chrome 73.0.3654,Chrome OS 5978.98.0,desktop,False,False,False,2020-03-18,18,3,2020,11
62098,19587793,19587793,2020-10-31 17:33:31.990,-4324475583306591935,,109.237.3.16,BG,-,-,8774,"Mozilla/5.0  (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; https://github.com/das-group/rba-dataset; IEMobile/11.0; Microsoft; Lumia 430 Dual SIM) Plus Build/NMA26.42-97 AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/57.0.2987.108 UCBrowser/13.1.2.1293 Mobile Safari/537.36",UC Browser 13.1.2,Windows Phone 8.1,mobile,False,False,False,2020-10-31,31,10,2020,17
40936,23210880,23210880,2020-12-04 13:51:45.536,-4324475583306591935,,23.137.225.86,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 PHX/6.6",Chrome Mobile 81.0.4044,iOS 13.4,mobile,False,False,False,2020-12-04,4,12,2020,13
45738,4030401,4030401,2020-03-29 14:54:49.715,-6165536022791845145,,156.52.170.255,NO,Viken,Torp,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4202.0 Safari/537.36",Chrome 86.0.4202,Mac OS X 10.14.6,desktop,True,False,False,2020-03-29,29,3,2020,14
50685,26329440,26329440,2021-01-04 02:16:34.420,-4324475583306591935,,10.3.205.196,RU,Ivanovo Oblast,Privolzhsk,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2021-01-04,4,1,2021,2
35330,13415156,13415156,2020-08-07 21:08:31.663,-4324475583306591935,,23.137.225.33,US,-,-,393398,Mozilla/5.0 (compatible; startmebot/1.0; +https://github.com/das-group/rba-dataset),startmebot 1.0,Other ,bot,False,False,False,2020-08-07,7,8,2020,21
481,19233616,19233616,2020-10-27 12:33:36.442,-4254906292139643683,,10.0.116.248,NO,-,-,500001,"Mozilla/5.0101097241 Mozilla/5.0  (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.21.81 Safari/537.36",Chrome 69.0.3497.17.21,Chromecast 1.52.251747,desktop,True,False,False,2020-10-27,27,10,2020,12
16913,5366444,5366444,2020-04-16 13:22:24.892,-9042654791835662810,,170.39.78.140,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 PHX/6.0 variation/151081",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,False,False,False,2020-04-16,16,4,2020,13
69603,14480031,14480031,2020-08-23 15:03:34.434,5287864206672696399,,79.160.48.108,NO,Troms og Finnmark,Harstad,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.20.100 Safari/537.36",Chrome 69.0.3497.17.20,Mac OS X 10.14.6,desktop,True,False,False,2020-08-23,23,8,2020,15
79132,10796267,10796267,2020-07-01 16:51:31.608,-4324475583306591935,,23.137.225.33,US,-,-,393398,Mozilla/5.0 (compatible; startmebot/1.0; +https://github.com/das-group/rba-dataset),startmebot 1.0,Other ,bot,False,False,False,2020-07-01,1,7,2020,16
59913,22118346,22118346,2020-11-26 20:27:07.651,-8498566089670836445,,83.243.210.155,NO,Møre og Romsdal,Ålesund,41164,"Mozilla/5.0  (X11; CrOS armv7l 5978.98.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/90.0.4411.0 Safari/537.36",Chrome 90.0.4411,Chrome OS 5978.98.0,desktop,False,False,False,2020-11-26,26,11,2020,20
11003,9954432,9954432,2020-06-20 20:22:48.383,-7677246077755180523,,79.160.205.213,NO,Rogaland,Karmsund,29695,Opera/9.80  (iPhone; CPU iPhone OS 11_2_2 like Mac OS X) Presto/2.12.423 Version/12.16 variation/287848,Opera Mini 20.0.2254,iOS 11.2.2,tablet,True,False,False,2020-06-20,20,6,2020,20
34369,6840376,6840376,2020-05-07 07:08:11.627,7038523453567559432,,109.95.181.188,PL,Greater Poland,Smigiel,196891,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.138 Mobile Safari/537.36 PHX/6.7 variation/158585",Chrome Mobile 81.0.4044.1926,iOS 11.2.6,mobile,False,True,False,2020-05-07,7,5,2020,7
50573,28741149,28741149,2021-01-27 20:39:16.598,-4324475583306591935,,139.164.93.83,NO,-,-,29695,Mozilla/5.0  (Linux; U; Android 2.2) Gecko/20150101 Firefox/20.0.0.1601 (Chrome variation/36663,Firefox 20.0.0.1601,Android 2.2,mobile,False,False,False,2021-01-27,27,1,2021,20
70744,5007233,5007233,2020-04-11 18:32:48.789,6806711005704324371,,80.239.28.156,NO,Rogaland,Stavanger,25400,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,False,False,False,2020-04-11,11,4,2020,18
5016,18396619,18396619,2020-10-15 17:35:26.655,1036852596356888124,,139.164.56.193,NO,-,-,29695,"Mozilla/5.0  (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko QtWebEngine/5.12.6 Chrome/69.0.3497.17.22.128 Safari/537.36",Chrome 69.0.3497.17.22,Chromecast 1.36.159268,desktop,True,False,False,2020-10-15,15,10,2020,17
74700,12855396,12855396,2020-07-30 12:02:19.120,-4324475583306591935,,201.158.34.238,MX,Nuevo León,Guadalupe,28524,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) (XT1925DL AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1942.138 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1942,iOS 13.4,mobile,False,False,False,2020-07-30,30,7,2020,12
27641,30886279,30886279,2021-02-24 08:53:46.710,-4324475583306591935,,10.0.181.214,JP,-,-,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.82.96 Safari/537.36",Chrome 72.0.3626.82,Mac OS X 11.6.3,desktop,False,False,False,2021-02-24,24,2,2021,8
27635,13131010,13131010,2020-08-03 17:54:00.223,1028046397589729247,549.0,46.46.194.119,NO,Oslo County,Oslo,2116,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.138 Mobile Safari/537.36 PHX/6.3",Chrome Mobile 81.0.4044.1929,iOS 13.4,mobile,True,False,False,2020-08-03,3,8,2020,17
53799,19231379,19231379,2020-10-27 12:03:46.491,-8229779710999155949,,139.164.118.173,NO,-,-,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.22.100 Safari/537.36",Chrome 69.0.3497.17.22,Mac OS X 10.14.6,desktop,False,False,False,2020-10-27,27,10,2020,12
62740,17752199,17752199,2020-10-07 03:40:00.572,3206265897109960464,,199.26.84.66,US,-,-,393398,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1924.117 Mobile Safari/537.36 PHX/5.4",Chrome Mobile 81.0.4044.1924,Android 6.0.99,mobile,True,False,False,2020-10-07,7,10,2020,3
14440,14426551,14426551,2020-08-22 17:32:30.908,-1354859573046239877,,158.248.143.253,NO,-,-,29695,"Mozilla/5.0  (Linux; U; Android 5.4.3; en-us; GT-I9060 Build/JDQ39) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69385",Android 2.3.3.2660,Android 5.4.3,mobile,True,False,False,2020-08-22,22,8,2020,17
47019,7704591,7704591,2020-05-19 04:54:07.803,-54512374912762465,,10.0.66.190,NO,-,-,29695,"Mozilla/5.0  (Linux; U; Android 4.0.3; nb-no; U9200 Build/HuaweiU9200) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/86.0.4240.99 Mobile Safari/537.36 OPR/52.1.2254.2306.54484",Opera Mobile 52.1.2254.2306,Android 4.0.3,mobile,True,False,False,2020-05-19,19,5,2020,4
35741,13601760,13601760,2020-08-10 19:26:16.857,-4324475583306591935,,10.0.28.99,ID,-,-,41944,"Mozilla/5.0  (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277071",Android 2.3.3.2660,iOS 5.1.1,mobile,False,True,False,2020-08-10,10,8,2020,19
69743,4373874,4373874,2020-04-02 18:39:52.720,-4324475583306591935,,170.39.76.100,US,-,-,393398,"Mozilla/5.0  (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/62.0.3202.84 Mobile Safari/537.36 OPR/47.2.2254.147957",Opera Mobile 47.2.2254,Android 5.5.1,mobile,False,False,False,2020-04-02,2,4,2020,18
412,11983181,11983181,2020-07-18 08:37:26.792,3632167250793828498,,51.174.20.98,BR,-,-,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",Chrome 67.0.3396,Mac OS X 10.14.6,desktop,True,False,False,2020-07-18,18,7,2020,8
75481,23051989,23051989,2020-12-03 11:28:55.362,3001321500299364626,,209.236.117.142,US,-,-,393398,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/86.0.4240.185 Mobile Safari/537.36",Chrome Mobile 86.0.4240,Android 4.1,mobile,True,True,False,2020-12-03,3,12,2020,11
35882,26294079,26294079,2021-01-03 18:35:33.740,-4324475583306591935,,10.3.205.197,RU,St.-Petersburg,St Petersburg,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2021-01-03,3,1,2021,18
86421,6967826,6967826,2020-05-08 17:36:29.982,-4324475583306591935,,87.248.22.190,NO,Innlandet,Gjøvik,29492,"Mozilla/5.0 (iPad; CPU OS 12_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 _dagbladet_ _app_/ _dagbladet_ _app_",Mobile Safari UI/WKWebView ,iOS 12.5,tablet,False,False,False,2020-05-08,8,5,2020,17
77706,9703731,9703731,2020-06-17 13:44:21.851,-4324475583306591935,,10.0.4.37,RO,Prahova,Gura Vitioarei,500039,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) supra AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1925.66 Mobile Safari/537.36 variation/156329",Chrome Mobile 81.0.4044.1925,iOS 11.2.6,mobile,False,True,False,2020-06-17,17,6,2020,13
56065,19666755,19666755,2020-11-01 18:11:03.013,-4324475583306591935,,185.139.153.85,NO,-,-,203300,"Mozilla/5.0  (Linux; U; Android 2.2) power AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1935.62 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1935,Android 2.2,mobile,False,False,False,2020-11-01,1,11,2020,18
6982,4860077,4860077,2020-04-09 13:25:20.643,-4324475583306591935,,193.227.122.228,AU,-,-,60117,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1615,Firefox 20.0.0.1615,iOS 11.2.6,mobile,False,False,False,2020-04-09,9,4,2020,13
47671,29205018,29205018,2021-02-02 13:56:30.372,-6197764328449061446,,139.164.50.96,NO,-,-,29695,"Mozilla/5.0  (Linux; Android 5.0; SAMSUNG SM-G900F) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69199",Android 2.3.3.2660,Android 5.0,mobile,True,False,False,2021-02-02,2,2,2021,13
46243,16280450,16280450,2020-09-16 18:06:07.359,-6806715293984846001,,66.248.237.146,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.34 Mobile Safari/537.36",Chrome Mobile 81.0.4044,iOS 13.4,mobile,True,True,False,2020-09-16,16,9,2020,18
85080,23226616,23226616,2020-12-04 16:37:09.226,-9197710556071098763,,77.106.189.52,NO,Innlandet,Skarnes,29492,"Mozilla/5.0 (Linux; U; Android 2.3.3; nb-no; Desire_A8181 Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",Android 2.3.3,Android 2.3.3,mobile,True,False,False,2020-12-04,4,12,2020,16
97665,6384667,6384667,2020-04-30 20:25:07.250,1139080406163672212,,92.221.73.164,NO,Rogaland,Randaberg,29695,"Mozilla/5.0  (X11; CrOS x86_64 13505.73.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.81 Safari/537.36",Chrome 72.0.3626,Chrome OS 13505.73.0,desktop,True,False,False,2020-04-30,30,4,2020,20
42820,21304593,21304593,2020-11-20 06:24:13.810,-4324475583306591935,,10.0.52.159,DE,-,-,500254,VLC/3.0.0-git LibVLC/3.0.0-git,VLC 3.0.0-git,Other ,unknown,False,True,False,2020-11-20,20,11,2020,6
49112,30613974,30613974,2021-02-20 16:38:36.569,-6180093690911288379,,81.167.200.111,NO,-,Odda,29695,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Falkon/3.1.0 Chrome/69.0.3497.17.24.128 Safari/537.36 variation/283505",Chrome 69.0.3497.17.24,Android 4.1,tablet,True,False,False,2021-02-20,20,2,2021,16
21883,6607544,6607544,2020-05-04 07:03:22.482,1574035946601585388,,170.39.76.118,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) Plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1954.129 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1954,iOS 14.2.1,mobile,False,False,False,2020-05-04,4,5,2020,7
89240,25591994,25591994,2020-12-28 23:04:51.256,-4324475583306591935,,10.0.181.203,AT,Carinthia,Berg im Drautal,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.82.96 Safari/537.36",Chrome 72.0.3626.82,Mac OS X 11.6.3,desktop,False,False,False,2020-12-28,28,12,2020,23
1850,1100926,1100926,2020-02-17 21:45:04.287,-4324475583306591935,,170.39.77.248,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) power AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1954.117 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1954,iOS 14.2.1,mobile,False,False,False,2020-02-17,17,2,2020,21
30295,25050143,25050143,2020-12-24 12:28:17.195,-4324475583306591935,,10.0.52.159,DE,-,-,500254,VLC/3.0.0-git LibVLC/3.0.0-git,VLC 3.0.0-git,Other ,unknown,False,True,False,2020-12-24,24,12,2020,12
6823,11351286,11351286,2020-07-09 08:21:17.151,-5054872286436835173,,79.161.186.22,NO,Viken,Gressvik,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 12_5_3 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/202225",Android 2.3.4,iOS 12.5.3,mobile,True,False,False,2020-07-09,9,7,2020,8
88583,4647916,4647916,2020-04-06 16:21:36.702,-3673787333113483065,,46.212.111.89,NO,Oslo County,Oslo,41164,"Mozilla/5.0  (X11; CrOS x86_64 13505.73.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.81 Safari/537.36",Chrome 72.0.3626,Chrome OS 13505.73.0,desktop,True,False,False,2020-04-06,6,4,2020,16
74767,3789749,3789749,2020-03-26 08:17:03.029,1633398393944876833,1004.0,81.166.36.207,NO,Oslo County,Oslo,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,False,False,False,2020-03-26,26,3,2020,8
54266,2231410,2231410,2020-03-03 22:20:25.913,-151756545410181215,,103.225.37.227,PH,Metro Manila,Pasig,59322,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False,2020-03-03,3,3,2020,22
40259,30521891,30521891,2021-02-19 10:57:00.331,-4227001596451167403,,81.167.220.157,NO,Rogaland,Haugesund,29695,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20081407 Firefox/20.0.0.1601 variation/190773,Firefox 20.0.0.1601,iOS 11.2.6,mobile,False,False,False,2021-02-19,19,2,2021,10
47103,25780561,25780561,2020-12-30 12:12:14.313,1722662075030386104,,156.52.193.225,BR,-,-,29695,"Mozilla/5.0 (Linux; U; Android 2.3.3; nb-no; Desire_A8181 Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",Android 2.3.3,Android 2.3.3,mobile,True,False,False,2020-12-30,30,12,2020,12
51753,6310274,6310274,2020-04-29 22:03:49.215,-7513838617960479190,,10.2.56.10,BR,-,-,500194,"Mozilla/5.0  (Linux; U; Android 4.0.3; nb-no; U9200 Build/HuaweiU9200) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/86.0.4240.99 Mobile Safari/537.36 OPR/52.1.2254.2306.54484",Opera Mobile 52.1.2254.2306,Android 4.0.3,mobile,True,False,False,2020-04-29,29,4,2020,22
17842,27811795,27811795,2021-01-16 19:54:22.854,-4324475583306591935,,10.0.181.211,AR,Cordoba,Marull,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.82.96 Safari/537.36",Chrome 72.0.3626.82,Mac OS X 11.6.3,desktop,False,False,False,2021-01-16,16,1,2021,19
85448,5712744,5712744,2020-04-21 14:39:40.159,3621052517739153422,,80.211.254.35,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.117 Mobile Safari/537.36 PHX/6.6",Chrome Mobile 81.0.4044.1926,Android 4.1,mobile,True,False,False,2020-04-21,21,4,2020,14
39821,29817877,29817877,2021-02-10 08:33:35.580,-4324475583306591935,,102.38.48.190,SO,Banaadir,Mogadishu,328590,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.37.80 Safari/537.36",Chrome 71.0.3578.37,Mac OS X 10.14.6,desktop,False,False,False,2021-02-10,10,2,2021,8
89209,8688350,8688350,2020-06-03 02:42:50.370,-4324475583306591935,,89.19.2.182,TR,-,-,34619,"Mozilla/5.0  (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/80.0.3987.117 Mobile Safari/537.36 SamsungBrowser/CrossApp/0.1.90",Chrome Mobile WebView 80.0.3987,Android 5.5.1,mobile,False,False,False,2020-06-03,3,6,2020,2
4139,19556199,19556199,2020-10-31 10:12:28.279,-4324475583306591935,,23.137.225.67,US,-,-,393398,Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) Gecko/20100101 Firefox/20.0,Firefox 20.0,iOS 14.2.1,mobile,False,False,False,2020-10-31,31,10,2020,10
5382,1805858,1805858,2020-02-27 10:20:35.798,5826630277107775727,,80.202.233.21,NO,-,-,15659,"Mozilla/5.0 (X11; CrOS aarch64 11316.123.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.97 Safari/537.36",Chrome 72.0.3626,Chrome OS 11316.123.0,desktop,True,False,False,2020-02-27,27,2,2020,10
1294,13423409,13423409,2020-08-08 04:18:55.837,-4324475583306591935,,10.0.181.217,IT,Milan,Milan,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False,2020-08-08,8,8,2020,4
47606,21796270,21796270,2020-11-24 12:19:38.818,-4324475583306591935,,10.3.205.189,RU,St.-Petersburg,St Petersburg,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2020-11-24,24,11,2020,12
37734,27021781,27021781,2021-01-09 03:24:37.895,-4324475583306591935,,10.3.205.197,RU,St.-Petersburg,St Petersburg,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2021-01-09,9,1,2021,3
27985,4742719,4742719,2020-04-07 19:54:36.248,-6511966201700868453,,37.191.173.234,NO,Oslo County,Oslo,57963,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36 variation/8333",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,True,False,False,2020-04-07,7,4,2020,19
13184,17475010,17475010,2020-10-03 10:42:46.441,-3731460437235390233,,92.220.140.223,NO,Rogaland,Haugesund,29695,"Mozilla/5.0  (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.54.105 Safari/537.36",Chrome 72.0.3626.54,Chromecast 1.49.230269,desktop,True,False,False,2020-10-03,3,10,2020,10
40112,25611516,25611516,2020-12-29 04:46:48.787,-4324475583306591935,,38.135.39.144,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1928.138 Mobile Safari/537.36 PHX/6.2",Chrome Mobile 81.0.4044.1928,iOS 14.2.1,mobile,False,True,False,2020-12-29,29,12,2020,4
4944,415383,415383,2020-02-09 06:57:28.296,-4324475583306591935,,10.0.3.150,ID,North Sumatra,Perdagangan,500039,nslookup -q=cname ob3spx3bdh0i544q3dhsp3zr8ieb26qztnoaey3.example.com.& (iPhone; CPU iPhone OS 14_2_1 like Mac OS X),Other ,iOS 14.2.1,mobile,False,True,False,2020-02-09,9,2,2020,6
77270,24025668,24025668,2020-12-13 14:11:15.151,-4324475583306591935,,176.107.144.173,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.138 Mobile Safari/537.36 PHX/6.1",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,False,False,False,2020-12-13,13,12,2020,14
79589,14414289,14414289,2020-08-22 14:19:26.198,-4324475583306591935,,170.39.78.8,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.129 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1929,iOS 11.2.6,mobile,False,False,False,2020-08-22,22,8,2020,14
46851,2529767,2529767,2020-03-08 09:51:19.030,-4324475583306591935,,141.0.123.137,NO,Rogaland,Egersund,29695,Opera/9.80  (iPhone; CPU iPhone OS 11_2_2 like Mac OS X) Presto/2.12.423 Version/12.16 variation/287848,Opera Mini 20.0.2254,iOS 11.2.2,tablet,False,False,False,2020-03-08,8,3,2020,9
33749,25510752,25510752,2020-12-28 09:41:58.182,7446984294496341552,,10.2.51.181,BR,Minas Gerais,Nanuque,500194,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1928.138 Mobile Safari/537.36 YaApp_Android/9.20 YaSearchBrowser/9.20",Chrome Mobile 81.0.4044.1928,Android 2.2,mobile,True,False,False,2020-12-28,28,12,2020,9
28188,19759040,19759040,2020-11-02 20:25:27.385,8164798579696254012,,81.166.117.187,NO,Rogaland,Stavanger,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 9_3_3 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/280613",Android 2.3.3.2639,iOS 9.3.3,mobile,True,False,False,2020-11-02,2,11,2020,20
96033,10902118,10902118,2020-07-03 02:47:36.553,-8637833475956907521,,176.107.149.145,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1925.117 Mobile Safari/537.36 PHX/6.1",Chrome Mobile 81.0.4044.1925,iOS 11.2.6,mobile,True,False,False,2020-07-03,3,7,2020,2
